id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
427,100,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,psycho-cut,__NULL__,__NULL__,__NULL__,__NULL__,精神利刃,70,20,0,Has an increased chance for a critical hit.,0,"用实体化的
心之利刃劈开对手。
容易击中要害。",0,0,2,10,14
428,90,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,20,20,0,zen-headbutt,__NULL__,__NULL__,__NULL__,__NULL__,意念头锤,80,15,0,Has a $effect_chance% chance to make the target flinch.,0,"将思念的力量集中在
前额进行攻击。
有时会使对手畏缩。",0,0,2,10,14
429,85,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30,0,0,mirror-shot,__NULL__,__NULL__,__NULL__,__NULL__,镜光射击,65,10,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30,"抛光自己的身体，
向对手释放出闪光之力。
有时会降低对手的命中率。",0,6,3,10,9
430,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,flash-cannon,__NULL__,__NULL__,__NULL__,__NULL__,加农光炮,80,10,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"将身体的光芒
聚集在一点释放出去。
有时会降低对手的特防。",0,6,3,10,9
431,85,20,0,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20,0,0,rock-climb,__NULL__,5,__NULL__,2,攀岩,90,20,0,Has a $effect_chance% chance to confuse the target.,0,"用尽全力扑向对手进行攻击。
有时会使对手混乱。",6,4,2,10,1
432,__NULL__,0,0,0,"Lowers the target’s evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target’s side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",__NULL__,0,0,defog,__NULL__,__NULL__,__NULL__,__NULL__,清除浓雾,__NULL__,15,0,Lowers the target’s evasion by one stage.  Removes field effects from the enemy field.,0,"用强风吹开对手的
反射壁或光墙等。
也会降低对手的闪避率。",0,13,1,10,3
433,__NULL__,0,0,0,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",__NULL__,0,0,trick-room,__NULL__,__NULL__,__NULL__,__NULL__,戏法空间,__NULL__,5,-7,"For five turns, slower Pokémon will act before faster Pokémon.",0,"制造出离奇的空间。
在５回合内
速度慢的宝可梦可以先行动。",0,10,1,12,14
434,90,0,0,0,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100,0,0,draco-meteor,__NULL__,__NULL__,__NULL__,__NULL__,流星群,130,5,0,Lowers the user’s Special Attack by two stages after inflicting damage.,100,"从天空中向对手落下陨石。
使用之后因为反作用力，
自己的特攻会大幅降低。",0,7,3,10,16
435,100,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,30,0,0,discharge,__NULL__,__NULL__,__NULL__,__NULL__,放电,80,15,0,Has a $effect_chance% chance to paralyze the target.,0,"用耀眼的电击
攻击自己周围所有的宝可梦。
有时会陷入麻痹状态。",1,4,3,9,13
436,100,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30,0,0,lava-plume,__NULL__,__NULL__,__NULL__,__NULL__,喷烟,80,15,0,Has a $effect_chance% chance to burn the target.,0,"用熊熊烈火
攻击自己周围所有的宝可梦。
有时会陷入灼伤状态。",4,4,3,9,10
437,90,0,0,0,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100,0,0,leaf-storm,__NULL__,__NULL__,__NULL__,__NULL__,飞叶风暴,130,5,0,Lowers the user’s Special Attack by two stages after inflicting damage.,100,"用尖尖的叶片向对手卷起风暴。
使用之后因为反作用力
自己的特攻会大幅降低。",0,7,3,10,12
438,85,0,0,0,Inflicts regular damage.,__NULL__,0,0,power-whip,__NULL__,__NULL__,__NULL__,__NULL__,强力鞭打,120,10,0,Inflicts regular damage with no additional effect.,0,"激烈地挥舞青藤或触手
摔打对手进行攻击。",0,0,2,10,12
439,90,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,rock-wrecker,__NULL__,__NULL__,__NULL__,__NULL__,岩石炮,150,5,0,User foregoes its next turn to recharge.,0,"向对手发射
巨大的岩石进行攻击。
下一回合自己将无法动弹。",0,0,2,10,6
440,100,10,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a $effect_chance% chance to poison the target.,10,0,0,cross-poison,__NULL__,__NULL__,__NULL__,__NULL__,十字毒刃,70,20,0,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,0,"用毒刃劈开对手。
有时会让对手陷入中毒状态，
也容易击中要害。",5,4,2,10,4
441,80,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,30,0,0,gunk-shot,__NULL__,__NULL__,__NULL__,__NULL__,垃圾射击,120,5,0,Has a $effect_chance% chance to poison the target.,0,"用肮脏的垃圾
撞向对手进行攻击。
有时会让对手陷入中毒状态。",5,4,2,10,4
442,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30,30,0,iron-head,__NULL__,__NULL__,__NULL__,__NULL__,铁头,80,15,0,Has a $effect_chance% chance to make the target flinch.,0,"用钢铁般
坚硬的头部进行攻击。
有时会使对手畏缩。",0,0,2,10,9
443,__NULL__,0,0,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,__NULL__,0,0,magnet-bomb,__NULL__,__NULL__,__NULL__,__NULL__,磁铁炸弹,60,20,0,Never misses.,0,"发射吸住对手的
钢铁炸弹。
攻击必定会命中。",0,0,2,10,9
444,80,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,stone-edge,__NULL__,__NULL__,__NULL__,__NULL__,尖石攻击,100,5,0,Has an increased chance for a critical hit.,0,"用尖尖的岩石
刺入对手进行攻击。
容易击中要害。",0,0,2,10,6
513,__NULL__,0,0,0,User’s type changes to match the target’s.,__NULL__,0,0,reflect-type,__NULL__,__NULL__,__NULL__,__NULL__,镜面属性,__NULL__,15,0,User becomes the target’s type.,0,"反射对手的属性，
让自己也变成一样的属性。",0,13,1,10,1
445,100,0,0,0,"Lowers the target’s Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",__NULL__,0,0,captivate,__NULL__,__NULL__,__NULL__,__NULL__,诱惑,__NULL__,20,0,Lowers the target’s Special Attack by two stages if it’s the opposite gender.,0,"♂诱惑♀或♀诱惑♂，
从而大幅降低对手的特攻。",0,2,1,11,1
446,__NULL__,0,0,0,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon’s susceptibility to rock moves.

rapid spin removes this effect from its user’s side of the field.",__NULL__,0,0,stealth-rock,__NULL__,__NULL__,__NULL__,__NULL__,隐形岩,__NULL__,20,0,Causes damage when opposing Pokémon switch in.,0,"将无数岩石悬浮在对手的周围，
从而对替换出场的对手的
宝可梦给予伤害。",0,11,1,6,6
447,100,0,0,0,"Inflicts regular damage.  Power increases with the target’s weight in kilograms, to a maximum of 120.

Target’s weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",__NULL__,0,0,grass-knot,__NULL__,__NULL__,__NULL__,__NULL__,打草结,__NULL__,20,0,"Inflicts more damage to heavier targets, with a maximum of 120 power.",0,"用草缠住并绊倒对手。
对手越重，威力越大。",0,0,3,10,12
448,100,100,0,0,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",100,0,0,chatter,__NULL__,5,__NULL__,2,喋喋不休,65,20,0,Has a higher chance to confuse the target when the recorded sound is louder.,0,"用非常烦人的，
喋喋不休的音波攻击对手。
使对手混乱。",6,4,3,10,3
449,100,0,0,0,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",__NULL__,0,0,judgment,__NULL__,__NULL__,__NULL__,__NULL__,制裁光砾,100,10,0,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",0,"向对手放出无数的光弹。
属性会根据自己
携带的石板不同而改变。",0,0,3,10,1
450,100,0,0,0,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.",__NULL__,0,0,bug-bite,__NULL__,__NULL__,__NULL__,__NULL__,虫咬,60,20,0,"If target has a berry, inflicts double damage and uses the berry.",0,"咬住进行攻击。
当对手携带树果时，
可以食用并获得其效果。",0,0,2,10,7
451,90,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,70,0,0,charge-beam,__NULL__,__NULL__,__NULL__,__NULL__,充电光束,50,10,0,Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,70,"向对手发射电击光束。
由于蓄满电流，
有时会提高自己的特攻。",0,7,3,10,13
452,100,0,0,-33,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,__NULL__,0,0,wood-hammer,__NULL__,__NULL__,__NULL__,__NULL__,木槌,120,15,0,User receives 1/3 the damage inflicted in recoil.,0,"用坚硬的躯体
撞击对手进行攻击。
自己也会受到不小的伤害。",0,0,2,10,12
453,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,aqua-jet,__NULL__,__NULL__,__NULL__,__NULL__,水流喷射,40,20,1,Inflicts regular damage with no additional effect.,0,"以迅雷不及掩耳之势
扑向对手。
必定能够先制攻击。",0,0,2,10,11
454,100,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,attack-order,__NULL__,__NULL__,__NULL__,__NULL__,攻击指令,90,15,0,Has an increased chance for a critical hit.,0,"召唤手下，
让其朝对手发起攻击。
容易击中要害。",0,0,2,10,7
455,__NULL__,0,0,0,Raises the user’s Defense and Special Defense by one stage.,__NULL__,0,0,defend-order,__NULL__,__NULL__,__NULL__,__NULL__,防御指令,__NULL__,10,0,Raises the user’s Defense and Special Defense by one stage.,0,"召唤手下，
让其附在自己的身体上。
可以提高自己的防御和特防。",0,2,1,7,7
456,__NULL__,0,0,0,Heals the user for half its max HP.,__NULL__,0,50,heal-order,__NULL__,__NULL__,__NULL__,__NULL__,回复指令,__NULL__,10,0,Heals the user by half its max HP.,0,"召唤手下疗伤。
回复自己最大ＨＰ的一半。",0,3,1,7,7
457,80,0,0,-50,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,__NULL__,0,0,head-smash,__NULL__,__NULL__,__NULL__,__NULL__,双刃头锤,150,5,0,User receives 1/2 the damage inflicted in recoil.,0,"拼命使出浑身力气，
向对手进行头锤攻击。
自己也会受到非常大的伤害。",0,0,2,10,6
458,90,0,0,0,Inflicts regular damage.  Hits twice in one turn.,__NULL__,0,0,double-hit,2,__NULL__,2,__NULL__,二连击,35,10,0,Hits twice in one turn.,0,"使用尾巴等
拍打对手进行攻击。
连续２次给予伤害。",0,0,2,10,1
459,90,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,roar-of-time,__NULL__,__NULL__,__NULL__,__NULL__,时光咆哮,150,5,0,User foregoes its next turn to recharge.,0,"释放出扭曲时间般的
强大力量攻击对手。
下一回合自己将无法动弹。",0,0,3,10,16
460,95,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,spacial-rend,__NULL__,__NULL__,__NULL__,__NULL__,亚空裂斩,100,5,0,Has an increased chance for a critical hit.,0,"将对手连同周围的空间一起
撕裂并给予伤害。
容易击中要害。",0,0,3,10,16
461,__NULL__,0,0,0,"User faints.  Its replacement’s HP and PP are fully restored, and any major status effect is removed.",__NULL__,0,0,lunar-dance,__NULL__,__NULL__,__NULL__,__NULL__,新月舞,__NULL__,10,0,"User faints, and its replacement is fully healed.",0,"虽然自己陷入濒死，
但可以治愈后备上场的
宝可梦的全部状态。",0,13,1,7,14
462,100,0,0,0,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",__NULL__,0,0,crush-grip,__NULL__,__NULL__,__NULL__,__NULL__,捏碎,__NULL__,5,0,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",0,"用骇人的力量捏碎对手。
对手的ＨＰ越多，
威力越大。",0,0,2,10,1
463,75,100,0,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100,0,0,magma-storm,__NULL__,6,__NULL__,5,熔岩风暴,100,5,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,"将对手困在
熊熊燃烧的火焰中，
在４～５回合内进行攻击。",8,4,3,10,10
