id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
524,frost-breath,冰息,15,90,100,10,0,60,3,10,"将冰冷的气息
吹向对手进行攻击。
必定会击中要害。",Always scores a critical hit.,Inflicts regular damage.  Always scores a critical hit.,,,0,0,6,100,0,0,0,0
525,dragon-tail,龙尾,16,90,,10,-6,60,2,10,"弹飞对手，强制拉后备宝可梦上场。
如果对手为野生宝可梦，
战斗将直接结束。",Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",,,0,0,0,0,0,0,0,0
526,work-up,自我激励,1,,,30,0,,1,7,"激励自己，
从而提高攻击和特攻。",Raises the user's Attack and Special Attack by one stage each.,Raises the user's Attack and Special Attack by one stage each.,,,0,0,0,0,0,0,2,0
527,electroweb,电网,13,95,100,15,0,55,3,11,"用电网捉住对手进行攻击。
降低对手的速度。",Lowers the target's Speed by one stage.,Lowers the target's Speed by one stage.,,,0,0,0,0,0,100,6,0
528,wild-charge,疯狂伏特,13,100,,15,0,90,2,10,"让电流覆盖全身
撞向对手进行攻击。
自己也会受到少许伤害。",User receives 1/4 the damage it inflicts in recoil.,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,,,-25,0,0,0,0,0,0,0
529,drill-run,直冲钻,5,95,,10,0,80,2,10,"像钢钻一样，一边旋转身体
一边撞击对手。
容易击中要害。",Has an increased chance for a critical hit.,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,,0,0,1,0,0,0,0,0
530,dual-chop,二连劈,16,90,,15,0,40,2,10,"用身体坚硬的部分
拍打对手进行攻击。
连续２次给予伤害。",Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,2,,0,0,0,0,0,0,0,0
531,heart-stamp,爱心印章,14,100,30,25,0,60,2,10,"以可爱的动作使对手疏忽，
乘机给出强烈的一击。
有时会使对手畏缩。",Has a 30% chance to make the target flinch.,Inflicts regular damage.  Has a 30% chance to make the target flinch.,,,0,0,0,0,30,0,0,0
532,horn-leech,木角,12,100,,10,0,75,2,10,"将角刺入，吸取对手的养分。
可以回复给予对手
伤害的一半ＨＰ。",Drains half the damage inflicted to heal the user.,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,,50,0,0,0,0,0,8,0
533,sacred-sword,圣剑,2,100,,15,0,90,2,10,"用长角切斩对手进行攻击。
无视对手的能力变化，
直接给予伤害。",Ignores the target's stat modifiers.,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",,,0,0,0,0,0,0,0,0
534,razor-shell,贝壳刃,11,95,50,10,0,75,2,10,"用锋利的贝壳切斩
对手进行攻击。
有时会降低对手的防御。",Has a 50% chance to lower the target's Defense by one stage.,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,,,0,0,0,0,0,50,6,0
535,heat-crash,高温重压,10,100,,10,0,,2,10,"用燃烧的身体撞向对手进行攻击。
自己比对手越重，威力越大。","Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",,,0,0,0,0,0,0,0,0
536,leaf-tornado,青草搅拌器,12,90,50,10,0,65,3,10,"用锋利的叶片包裹住
对手进行攻击。
有时会降低对手的命中率。",Has a 50% chance to lower the target's accuracy by one stage.,Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.,,,0,0,0,0,0,50,6,0
537,steamroller,疯狂滚压,7,100,30,20,0,65,2,10,"旋转揉成团的身体
压扁对手。
有时会使对手畏缩。",Has a 30% chance to make the target flinch.,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",,,0,0,0,0,30,0,0,0
645,bloom-doom--special,绚烂缤纷花怒放,12,,,1,0,,3,10,ダミーデータ,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
540,psystrike,精神击破,14,100,,10,0,100,3,10,"将神奇的念波实体化攻击对手。
给予物理伤害。","Inflicts damage based on the target's Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",,,0,0,0,0,0,0,0,0
541,tail-slap,扫尾拍打,1,85,,10,0,25,2,10,"用坚硬的尾巴
拍打对手进行攻击。
连续攻击２～５次。",Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2,,0,0,0,0,0,0,0,0
542,hurricane,暴风,3,70,30,10,0,110,3,10,"用强烈的风席卷
对手进行攻击。
有时会使对手混乱。",Has a 30% chance to confuse the target.,"Inflicts regular damage.  Has a 30% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",,5,0,0,0,30,0,0,4,6
543,head-charge,爆炸头突击,1,100,,15,0,120,2,10,"用厉害的爆炸头
猛撞向对手进行攻击。
自己也会受到少许伤害。",User receives 1/4 the damage it inflicts in recoil.,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,,,-25,0,0,0,0,0,0,0
544,gear-grind,齿轮飞盘,9,85,,15,0,50,2,10,"向对手投掷
钢铁齿轮进行攻击。
连续２次给予伤害。",Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,2,,0,0,0,0,0,0,0,0
545,searing-shot,火焰弹,10,100,30,5,0,100,3,9,"用熊熊烈火
攻击自己周围所有的宝可梦。
有时会陷入灼伤状态。",Has a 30% chance to burn the target.,Inflicts regular damage.  Has a 30% chance to burn the target.,,,0,0,0,30,0,0,4,4
546,techno-blast,高科技光炮,1,100,,5,0,120,3,10,"向对手放出光弹。
属性会根据自己
携带的卡带不同而改变。","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,,0,0,0,0,0,0,0,0
547,relic-song,古老之歌,1,100,10,10,0,75,3,11,"让对手听古老之歌，
打动对手的内心进行攻击。
有时会让对手陷入睡眠状态。",Has a 10% chance to put the target to sleep.,"Inflicts regular damage.  Has a 10% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",,4,0,0,0,10,0,0,4,2
548,secret-sword,神秘之剑,2,100,,10,0,85,3,10,"用长角切斩对手进行攻击。
角上拥有的神奇力量
将给予物理伤害。","Inflicts damage based on the target's Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",,,0,0,0,0,0,0,0,0
549,glaciate,冰封世界,15,95,100,10,0,65,3,11,"将冰冻的冷气
吹向对手进行攻击。
会降低对手的速度。",Lowers the target's Speed by one stage.,Inflicts regular damage.  Lowers the target's Speed by one stage.,,,0,0,0,0,0,100,6,0
550,bolt-strike,雷击,13,85,20,5,0,130,2,10,"让强大的电流覆盖全身，
猛撞向对手进行攻击。
有时会让对手陷入麻痹状态。",Has a 20% chance to paralyze the target.,Inflicts regular damage.  Has a 20% chance to paralyze the target.,,,0,0,0,20,0,0,4,1
551,blue-flare,青焰,10,85,20,5,0,130,3,10,"用美丽而激烈的青焰
包裹住对手进行攻击。
有时会让对手陷入灼伤状态。",Has a 20% chance to burn the target.,Inflicts regular damage.  Has a 20% chance to burn the target.,,,0,0,0,20,0,0,4,4
552,fiery-dance,火之舞,10,100,50,10,0,80,3,10,"让火焰覆盖全身，
振翅攻击对手。
有时会提高自己的特攻。",Has a 50% chance to raise the user's Special Attack by one stage.,Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage.,,,0,0,0,0,0,50,7,0
553,freeze-shock,冰冻伏特,15,90,30,5,0,140,2,10,"用覆盖着电流的冰块，
在第２回合撞向对手。
有时会让对手陷入麻痹状态。",Requires a turn to charge before attacking.  Has a 30% chance to paralyze the target.,Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking.,,,0,0,0,30,0,0,4,1
554,ice-burn,极寒冷焰,15,90,30,5,0,140,3,10,"用能够冻结一切的强烈冷气，
在第２回合包裹住对手。
有时会让对手陷入灼伤状态。",Requires a turn to charge before attacking.  Has a 30% chance to burn the target.,Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking.,,,0,0,0,30,0,0,4,4
555,snarl,大声咆哮,17,95,100,15,0,55,3,11,"没完没了地大声斥责，
从而降低对手的特攻。",Has a 100% chance to lower the target's Special Attack by one stage.,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,,,0,0,0,0,0,100,6,0
556,icicle-crash,冰柱坠击,15,90,30,10,0,85,2,10,"用大冰柱激烈地
撞向对手进行攻击。
有时会使对手畏缩。",Has a 30% chance to make the target flinch.,Inflicts regular damage.  Has a 30% chance to make the target flinch.,,,0,0,0,0,30,0,0,0
557,v-create,Ｖ热焰,10,95,100,5,0,180,2,10,"从前额产生灼热的火焰，
舍身撞击对手。
防御、特防和速度会降低。","Lowers the user's Defense, Special Defense, and Speed by one stage each.","Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each.",,,0,0,0,0,0,100,7,0
558,fusion-flare,交错火焰,10,100,,5,0,100,3,10,"释放出巨大的火焰。
受到巨大的闪电影响时，
招式威力会提高。","With Fusion Bolt, inflicts double damage.","Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",,,0,0,0,0,0,0,0,0
775,clangorous-soul,魂舞烈音爆,16,100,100,5,0,,1,7,"削减少许自己的ＨＰ，
使所有能力都提高。",,,,,0,-33,0,0,0,100,2,0
559,fusion-bolt,交错闪电,13,100,,5,0,100,2,10,"释放出巨大的闪电。
受到巨大的火焰影响时，
招式威力会提高。","With Fusion Flare, inflicts double damage.","Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",,,0,0,0,0,0,0,0,0
560,flying-press,飞身重压,2,95,,10,0,100,2,10,"从空中俯冲向对手。
此招式同时带有
格斗属性和飞行属性。",Deals both fighting and flying-type damage.,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.

For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss.",,,0,0,0,0,0,0,0,0
561,mat-block,掀榻榻米,2,,,10,0,,1,4,"将掀起来的榻榻米当作盾牌，
防住自己和同伴免受招式伤害。
变化招式无法防住。",Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,,,0,0,0,0,0,0,11,0
562,belch,打嗝,4,90,,10,0,120,3,10,"朝着对手打嗝，
并给予伤害。
如果不吃树果则无法使出。",Can only be used after the user has eaten a berry.,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.",,,0,0,0,0,0,0,0,0
